b0eac0aaf1d2ec6b6742f8dd3046aa37f939d888
148	b0fe110e07b77d0968522b950790b188401d08f4	176.31.120.171	53000	46.546936
148	b0f53d3df6e04033081fcfa61e46272009088171	167.114.18.122	55491	124.499083
149	b0dc6d4e91fdaf51991713e35cc99b3a233d7d07	192.131.44.114	64620	126.805067
149	b0d1bebbffc99db810c3686df162036fb207a184	89.106.44.14	15810	81.313133
149	b0dfca3464a73fe717101f46ff1b6bf2cb4fadf8	114.34.173.133	6781	336.027145
149	b0ce84b4bf9b8a9183c6b6aba771b74f80af2e1f	206.248.139.107	35419	169.471025
149	b0c89f1ab9497cad6d234c6124c554c8b7f54b38	82.113.30.89	49669	73.420048
149	b0c1db6eba2c501170e8b64466054df768367fe1	185.55.212.52	6881	79.480886
149	b0c154092fc946a10b8c3f2f37c983b1059d8da0	199.192.211.131	49987	503.724098
150	b09b6f0dddd037bd84db46560a74cda1f49f5de9	188.226.135.111	51413	46.952009
150	b08401a1021183bc1104817de19af4c75d5a54d5	112.168.122.13	35809	284.997940
150	b0a0b0804d324a948b41f1029e94fda9531a8d3d	173.31.219.82	23165	354.040146
150	b0a9052a4eee06af030cba7b6aff93a11e0a454a	76.91.30.49	51413	201.345921
150	b09b4033d72e51d5843970966e0503017529799f	73.76.89.92	55858	177.409887
150	b0b0f0b58fa3ecbf7f87ba5459cdec11a30e6498	73.198.114.100	51413	174.839973
150	b0a8f6399fdd43dc18d93044f7f77d56945273da	107.212.69.82	54012	165.626049
150	b0ab62b8ad97048469211709b62b40189086605d	185.183.98.28	51413	44.106007
151	b00ed6a45eac1b39a5ea037f6f1dad93439dc358	60.240.6.131	6889	378.794909
151	b04f1896f1eab6765ff242cfcd858945c6cd2605	134.3.228.133	57303	49.628973
151	b0773a71621c23b73ef73b519eaab2845dea0e24	85.144.230.239	51413	42.670965
151	b0124a2213c30ec423f9b215ed1071b45f02aca4	89.163.224.17	64858	36.611080
151	b017693bef089222dd971742b0c6d177256b165c	83.80.207.127	49764	67.570925
152	b199cdc6d8ef337c54df7ba51b0cb2042f7d940f	77.85.2.54	14036	78.531027
152	b15d6f383fabd14f74d2447f8bdb83f8c09e5447	37.192.9.166	50312	71.177006
152	b18e62277dd0e9f855f95dcbe3f251558a8a915b	89.103.146.161	51416	39.448977
152	b17bba2d0717fe2f5f395826b0e8ac49242f279c	99.199.76.63	52746	222.411156
152	b1dbc873e5f3a8312e95388963e237eebb6dd095	91.77.166.26	49001	76.508045
152	b1e33493332350359868d7a2c4203be896da32ed	81.136.254.157	6889	77.104092
152	b1e0797cab88fc6e8e611356a35998a371ccbd1e	81.236.180.180	6881	51.956177
153	b24808c81469596abf5725f01fc2714d61f2f9d1	89.176.30.222	57102	103.271961
153	b3a9f7d6ae529049f1f1bbe9ebb3a6db3c870ce1	60.128.127.249	42205	264.762163
153	b35ac09ba9c25ad3d6f7c9a6414c48ea77e8fbff	62.201.80.91	31971	95.119953
153	b30f7fd6ae529049f1f1bbe9ebb3a6db3c870ce1	185.164.243.139	22640	65.979004
153	b28a7632ba540c2067d222d8cebaadc67838d294	90.90.148.225	6881	56.715965
154	b594a412cf8a62e08826d4cda913e6d6d7ee10a4	68.48.213.110	7664	170.971870
154	b4ae24b1108b74def5c38c6c47c4ca16453cc66c	221.158.106.254	40876	306.385040
154	b74cd4f75b777ec394344e83050b8bc5988c97bb	202.150.188.47	61571	271.222830
154	b7250c49f1f1bbe9ebb3a6db3c870c3e99245e52	218.154.198.214	27623	309.474945
154	b624e8f1f1bbe9ebb3a6db3c870c3e99245e0d90	42.200.113.74	20464	279.676914
154	b50028da59ba23596b6e6937e0bd9cb738f5010e	211.49.189.162	41114	328.635931
154	b73b9725de70d3324543875b8eca9e7e749e2459	1.251.223.8	58574	347.007036
155	bc25bbbc090368702455c88b5e3e852c32e0892b	46.252.125.225	13539	48.158169
155	b80e0571650098a177cc11c2263135a0a432007c	5.39.92.36	52476	43.709993
155	bbc5d1d6ae529049f1f1bbe9ebb3a6db3c870ce1	173.22.2.95	43174	205.546856
155	b980791d2120066dcc48c609ac7d0902a8854474	37.187.117.163	53376	101.083994
156	afedcda8b088b6e9ef67e4cd8334568dd9492a8a	213.67.177.122	45684	98.853111
156	ab956dae5fbe520353e35edf4dac6d8540ed79a3	5.135.180.162	6927	44.100046
156	a64dcbe7dea5bdd754af9e7dcb52da965861ce5d	50.83.22.25	11999	167.201042
156	a5e6a8cfc886f09da87eaee8d8f93c514f718e33	183.48.31.187	1024	313.683033
157	9ec915f2f0bd96049f7fce6043340840269f480f	114.108.79.38	40761	356.553078
157	9ec82a6b54d695457cde5a3a7b73486703ead6a4	72.135.45.238	6881	163.738966
157	8f85ad5e422753a22c13bb92c9996a19bbb523f7	94.11.227.140	6881	75.439930
157	98cbdb5602f68065213708031eb8fd9845390695	153.156.44.128	6889	310.590029
157	8a4a08a42f117ffaaff10249cd3bbd8e6e03adb2	185.21.216.157	65198	35.899878
157	8e2fc34a5c41e2697dcc57c7d5e3ad36a425da2f	18.30.11.204	51413	139.358997
157	86e844e9ebb3a6db3c870c3e99245e0d1c06b7f1	95.72.59.40	50876	79.931021
157	94701f49f1f1bbe9ebb3a6db3c870c3e99245e52	72.84.218.221	26189	153.409958
158	cc68c58f28c7285b97c779568f0b52791b9ac439	66.158.205.230	8999	187.119007
158	c41f1c9f6467eed2b256b6078d2790b8d4db655b	167.114.144.44	51413	126.852036
158	e8aea15c57ab6c299716698bf322f124de67fb49	82.19.189.37	6881	75.695038
158	e2b4fe8209e66e3ae9b54bcf66e2f6a9e71130ba	61.200.121.74	8999	313.821793
158	c092df7a23442d6f8fe55a5ae55ee1078401b9fa	78.106.37.170	11888	88.257074
158	ed6d5f175268d794ba4b462499e585e345d0a50c	172.98.67.56	52567	235.754967
158	edfc98c2d1cf86bdb4f004dad1722e8f5f0600f6	79.73.194.166	24504	59.363842
159	35168706778581eafba6a85571ada8f346c1d425	104.35.189.144	50321	238.515139
159	333758284d8e2ba18096e2c78ea2fceaa75e6dee	178.132.95.49	45685	198.544979
159	162ab56e686d0d1870264d6d20bd9ef4906fe9bf	185.83.215.20	51413	46.790123
159	1ac4708a7698ee6879fcbf482551f05841542509	142.127.162.142	53721	138.736963
159	293ded0e2d9b8281288155dac6adadb9e5e8086b	178.198.88.45	6881	42.851925
159	47ecfd6d81df77344bb829e3fc477591e5cadc15	184.145.151.251	6881	131.406069
159	441764812e01ef24932d7b627301eaeee584b687	96.23.173.138	6881	159.271002
159	4211964b4a056f51d08ac6c31a79f0a98f23ae50	75.169.22.81	6881	193.660975
