b0eac0aaf1d2ec6b6742f8dd3046aa37f939d888
137	b0eac3c259a508f6bbe8f387fe583ff0f60fdf3c	176.31.182.53	51414	44.089794
139	b0eaccddbab9e41bc0a6611d92e5c8bc782b4a5f	2.26.88.30	56996	78.505993
140	b0eadd79e31b0511f50a034d41ea2a1522ce1de1	80.255.87.6	15628	52.011013
140	b0eadfd6ae529049f1f1bbe9ebb3a6db3c870ce1	66.169.145.209	55834	177.255869
143	b0ea186b84c2ea0044ba1a1ef060365f6d795311	2.125.78.70	50321	113.189936
143	b0ea1a2c37d1343e8e1bbb444c576d1183120181	82.225.152.170	4668	72.356939
143	b0ea600cf45641a1cea2b38599c062ae5eb48a40	92.59.138.114	6981	69.668055
144	b0ebebda3e5a7da617e8a13762596eff5730662a	73.168.220.196	51413	158.666134
144	b0eb3d2b8043748b4e3cededd1c4f839f51f8af7	213.148.216.124	8621	57.456970
144	b0eb24b0503e5563bedd61d58a403dd3c94d31ed	176.63.31.138	28783	42.482853
144	b0eb008ae6c2dd113ad15991010e868adfc57cab	81.207.228.116	6881	41.624069
144	b0eb683c227df4e83252a5848fea12dfdb2d14bc	92.186.193.125	42972	88.729858
145	b0e82baa06cb25e403fc03a8bab1f7a201a202bc	195.154.181.225	48195	44.784784
145	b0e90f7ee65bc634522bde6f6253fa4befcad161	37.59.61.118	49160	143.435955
145	b0e94bd0ff8a622c4d30287f41c04f64d4482644	202.83.102.188	25282	200.330019
145	b0e948383706c3e55bbe2085611a8c2e0617c45e	220.253.76.50	51413	331.126928
145	b0e89757550a0fd013e813f9357c7cb0fe57abc2	188.165.25.145	51413	45.884848
145	b0e8b4e3ce15dda2278a3d7bef7ad4c13c748222	219.162.234.136	7511	442.310095
145	b0e8c2320d90c334f37dad1543dd4140b9b97a86	78.167.108.223	6889	93.335867
145	b0e825dfb444701c8baae2885eee7247babcd1d7	86.40.13.131	6881	70.945024
146	b0edf0145c1ef56954275667f5e658e4d5908d20	136.58.92.10	51413	140.107155
146	b0ef91f68f2f92436621b85e8959b0728e74e229	74.70.192.64	6881	249.511003
146	b0ef75882e22316bb354696cff3387473bcacac2	185.15.61.16	51413	87.447882
146	b0ef437292f3f546d6580547a07a746d22d24c58	51.38.54.129	29607	41.086912
146	b0ec31d6ae529049f1f1bbe9ebb3a6db3c870ce1	74.72.180.100	48896	143.815041
146	b0ee4585ae167948d3475edc37a93275a108373b	92.233.182.214	6881	74.336052
146	b0ec112d396478098ea2d2c1851e59db60e00237	67.83.177.199	51413	146.372080
147	b0e1eb97d5b5e7b4705afe65e6c4f648632cc39f	5.79.70.142	54300	40.149927
147	b0e3495abde9b908c3f6a68f75df81db7a2dcf55	85.87.136.215	51413	76.589108
147	b0e6424a305edec30b635ac7b50b95d07b490cb6	62.210.201.209	51413	42.160034
147	b0e52c678070c6482fb34f751069d91d18a7daff	59.126.239.230	6889	312.343836
147	b0e28da86024d0c5410f48299e74bd28ebbf4907	195.243.171.234	59973	49.103022
147	b0e3b04d0f18964123317dfe01b5572371a4651d	178.27.145.180	51413	47.791958
147	b0e6c8b96b6e3ab45a69f27da50b670174aaee2f	109.204.185.96	44679	58.699846
147	b0e708d75d79274a64cbe9a4ffe4eb35f2a6b732	62.210.249.174	51413	45.955181
148	b0f174115924997f51c68bc4321164fa567d32c4	46.101.213.160	51413	33.421040
148	b0f63b4de3ebc3310208b06c11db0762edffb4d2	89.114.42.228	8621	82.797050
148	b0f60c78028bacfaf07eb9ad58d496bd48eb7b8b	71.54.90.176	50321	165.464878
148	b0f912bbe9ebb3a6db3c870c3e99245e0d1c06f1	84.20.239.89	18503	43.046951
148	b0ff49f210e83366ba0818421e3832da2e7e5873	62.210.214.29	51414	50.503969
148	b0f473cc3e10afe4406021068efa9f690fe20949	153.232.117.20	6881	298.536062
